voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
_,1000665328,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10002,-998,1519,10003,10002,_,L,1000003205,47,10001,20161229,20161229,10002,20001,0,10242,10017,15097,15244,20191228,_,N,0,N
10000,1001063204,2153,10009,10002,_,I,1000002571,31,10001,20120919,20120919,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000808864,3086,10009,10002,_,I,1000804983,22,10001,20180411,20180411,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2255,10007,10002,10077,L,1001046523,60,10001,20190810,20190810,10019,20002,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,2056,10009,10002,_,G,1000851873,47,10002,20181027,20181027,90029,20001,0,_,10001,15097,15244,20211103,N,_,0,N
_,1001027746,2153,10009,10002,_,L,1000002571,50,10001,20160613,20160613,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027741,155,10017,10002,_,F,1000002700,82,10001,20091117,20091117,10003,20001,0,_,10006,15097,15249,20181013,N,_,0,N
10003,1001027746,463,10009,10002,_,G,1000702598,50,10001,20170720,20170720,10002,20001,0,_,10025,15097,15244,20200719,N,_,0,N
_,1001027747,313,10009,10002,_,J,1000737200,31,10001,20190114,20190114,10002,20001,0,_,10001,15097,15244,20220315,N,_,0,N
_,1001027747,289,10009,10002,_,L,1000737200,38,10001,20200410,20200410,90029,20001,0,_,10001,15097,15244,20230409,N,_,0,N
10000,1001027747,2055,10007,10002,_,G,1000737200,50,10001,20121008,20121008,90029,20002,0,_,10001,15097,15249,20191103,N,_,0,N
_,1001027747,432,10007,10005,_,L,1000737200,60,10001,20181214,20181214,10003,20002,0,_,10038,15097,15244,20211213,N,_,0,N
_,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,656,10009,10002,_,L,1001046523,25,10001,20100920,20180228,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10009,1000665328,2064,10009,10002,_,_,1000001126,_,10001,19941112,19941112,90024,20001,0,_,10037,_,_,99991231,N,_,0,N
10000,1000665328,656,10009,10002,_,L,1000001126,54,10001,19890731,19890731,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,2049,10007,10002,_,G,1000851873,26,10007,10101,10101,10002,20002,0,_,10001,15097,15244,20230416,N,_,0,Y
_,1001065419,2110,10009,10002,_,I,1001046521,52,10001,20171107,20171107,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047802,2064,10009,10002,_,L,1001046524,34,10001,20181222,20181222,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,329,10009,10002,_,L,1001060910,42,10001,20110223,20110223,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,3303,10009,10002,10026,J,1000851881,31,10001,20170415,20170415,10003,20001,0,_,10001,15097,15244,20200419,N,_,0,N
_,1000665328,2106,10009,10002,10081,L,1000001126,49,10001,20071114,20071114,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781559,155,10009,10002,_,L,1000767884,47,10001,19990724,20000713,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2285,10011,10002,_,L,1000737200,28,10005,20160323,20160323,10003,20001,0,_,10003,15097,15244,20210706,N,_,0,N
_,1001076887,2123,10009,10002,_,G,1001076319,69,10001,20090521,20090521,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,277,10009,10002,_,_,1000002530,_,10001,20120131,20120131,90027,20001,0,_,10001,15097,15244,20150130,N,_,0,N
_,1001047801,3086,10009,10002,_,L,1001046523,35,10001,20180331,20180331,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,I,1000737200,72,10001,20170831,20170831,10002,20001,0,_,10001,15097,15244,20200907,N,_,0,N
10000,1001028573,312,10009,10002,_,I,1000851881,32,10001,20160409,20160409,10003,20001,0,_,10001,15098,15244,20220425,N,_,0,N
10000,1001027746,463,10009,10002,_,O,1000702598,45,10001,20170405,20170405,10003,20001,0,_,10006,15097,15277,20230409,N,_,0,N
_,1001028488,2105,10009,10002,10081,F,1000851716,84,10001,20190327,20190327,10003,20001,0,_,10001,15097,15244,20220326,N,_,0,N
10000,1001027746,360,10009,10002,_,O,1000702598,39,10001,20180105,20180105,10003,20001,0,_,10001,15097,15244,20210104,N,_,0,N
10000,1001076886,520,10009,10002,_,L,1001076318,46,10001,20141028,20141028,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,2153,10009,10002,_,I,1001046520,45,10001,20070913,20070913,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,284,10009,10002,_,I,1000784228,22,10001,20111201,20111201,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,2153,10009,10002,_,L,1000002571,32,10001,20180825,20180825,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2178,10009,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1000781558,360,10009,10002,_,L,1000767883,36,10001,20100927,20100927,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1001028650,1968,10009,10002,10081,G,1000852041,70,10001,20101117,20101117,10003,20001,0,_,10001,15098,15244,20180917,N,_,0,N
10000,1001028573,2153,10009,10002,_,_,1000851881,_,10001,20181226,20181226,90056,20001,0,_,10001,15097,15244,20211225,N,_,0,N
10000,1001027747,656,10009,10002,_,O,1000737200,75,10001,20090617,20090617,10002,20001,0,_,10001,15097,15244,20120709,N,_,0,N
10000,1000784644,3086,10009,10002,_,J,1000784228,53,10001,20131022,20170307,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028672,392,10009,10002,10003,O,1000852095,51,10001,20180915,20181031,10019,20001,0,_,10001,15097,15244,20210914,N,_,0,N
10000,1001042732,3614,10009,10002,10010,L,1001038994,50,10001,20070319,20070319,10003,20002,0,_,10005,_,_,99991231,N,_,1,N
10000,1000665328,3321,10009,10002,10026,L,1000001126,36,10005,20160929,20160929,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,3546,10009,10002,_,_,1000001126,_,10001,20050730,20050730,10011,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,314,10009,10002,_,L,1001046523,36,10001,20130509,20130509,10003,20001,0,_,10004,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,L,1001060909,22,10001,20120105,20120105,10003,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1000669709,463,10009,10002,_,J,1000266558,57,10005,20140303,20140303,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000811110,463,10007,10002,_,F,1000809142,36,10001,20170617,20170617,10003,20002,0,_,10004,_,_,99991231,N,_,0,Y
10000,1001028679,1575,10003,10002,_,G,1000852114,_,10001,20140829,20140829,90029,20001,0,10242,10003,15098,15244,20220820,N,N,0,N
_,1001033344,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2153,10009,10002,_,L,1000002571,35,10001,20100826,20100826,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000670060,128,10009,10002,_,L,1001046523,56,10001,20140924,20140924,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2127,10009,10002,_,L,1001046523,24,10001,20170707,20170707,10003,20001,0,_,10006,_,_,99991231,N,_,0,N
_,1001027747,656,10009,10002,_,G,1000737200,52,10001,20161015,20161015,10003,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1001027688,574,10009,10002,_,I,1000002356,46,10001,20041124,20041124,90029,20001,0,_,10001,15098,15244,20120810,N,_,0,N
10000,1001027747,1560,10009,10002,_,I,1000737200,46,10001,20130531,20170731,90029,20001,0,_,10001,15097,15244,20160530,N,_,0,N
10000,1000665870,128,10009,10002,_,G,1000001126,61,10001,19770620,19770620,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000671910,656,10009,10002,_,G,1000522564,59,10001,19980306,19991003,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1560,10003,10002,_,F,1000001126,36,10001,20190313,20190313,10002,20001,0,10242,10003,_,_,99991231,N,N,0,N
_,1001054928,3614,10009,10003,_,L,1001049617,23,10001,20071226,20160401,10003,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1000665328,3321,10009,10002,10026,L,1000001126,38,10005,20160521,20160521,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,540,10009,10002,_,G,1001046520,52,10001,20180310,20180310,10003,20001,0,_,10003,_,_,99991231,N,_,0,N
_,1000665328,277,10009,10002,_,_,1000001126,_,10001,20171214,20171214,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2075,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1568,10003,10002,_,L,1000001126,57,10001,20050713,20050713,10003,20001,0,10686,10007,_,_,99991231,N,N,0,N
10000,1001061190,656,10009,10002,_,L,1001060910,71,10001,20161027,20161027,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1631,10003,10002,_,L,1000737200,38,10001,20140904,20140904,10003,20001,0,10268,10002,15097,15244,20170903,N,N,0,N
_,1001028652,155,10009,10002,_,I,1000852047,62,10001,20100118,20100118,90029,20001,0,_,10001,15098,15244,20181027,N,_,0,N
10000,1001027746,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,203,10009,10002,_,G,1000001126,72,10001,20000422,20000422,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001054977,314,10009,10002,_,G,1001054338,19,10001,20151107,20151107,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,J,1000001126,38,10001,20100802,20100802,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,3339,10009,10002,10026,G,1000002530,51,10005,20130507,20130507,10003,20001,0,_,10001,15097,15249,20191010,N,_,0,N
_,1001061190,312,10009,10002,_,L,1001060910,23,10001,20191119,20191119,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027668,2064,10009,10002,_,I,1000001126,58,10001,20071106,20071106,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001072596,3086,10009,10002,_,G,1001072524,67,10001,20200409,20200409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000669300,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,277,10009,10002,_,F,1000001126,_,10001,20200128,20200128,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000819129,329,10009,10002,_,G,1000675828,9,10001,20190401,20190401,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,140,10007,10002,_,L,1000001126,43,10001,20160601,20160601,90029,20002,0,_,10003,_,_,99991231,N,_,0,Y
10000,1001047798,661,10009,10002,_,J,1001046520,48,10001,20170313,20170313,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1636,10003,10002,_,F,1000737200,17,10001,20120427,20120427,10002,20001,0,10231,10002,15097,15244,20150426,N,N,0,N
10000,1001061190,203,10009,10002,_,L,1001060910,55,10001,20200210,20200210,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028567,294,10009,10002,_,O,1000851875,33,10001,20180818,20180818,10002,20001,0,_,10001,15097,15244,20210817,N,_,0,N
10000,1001030512,463,10009,10002,_,G,1001059435,14,10001,20150609,20150609,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,_,1000001126,_,10001,20000810,20000810,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,3339,10009,10002,10080,J,1000851873,60,10003,20140227,20140227,10003,20001,0,_,10001,15098,15244,20191009,N,_,0,N
10000,1000665328,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000670156,2126,10009,10002,_,G,1000644053,57,10001,19991115,19991217,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,F,1000001126,_,10001,19830830,19830830,10019,20001,0,10241,10001,_,_,99991231,N,N,0,N
10000,1000781558,2153,10009,10002,_,G,1000767883,36,10001,20150819,20190404,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,279,10009,10002,_,G,1001046521,53,10001,20191211,20191211,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,1026,10009,10005,_,L,1001046521,59,10001,20130610,20130610,10019,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1001034038,2686,10009,10002,_,G,1000702598,63,10007,10101,10101,10003,20002,0,_,10001,15097,15244,20230412,N,_,0,N
10000,1001027747,2049,10007,10002,_,L,1000737200,45,10005,20200410,20200410,10002,20002,0,_,10001,15097,15244,20230327,N,_,1,N
_,1001027747,140,10009,10002,_,L,1000737200,49,10001,20010317,20010317,10002,20001,0,_,10001,15098,15244,20120329,N,_,0,N
10000,1001028565,1574,10003,10002,_,F,1000851873,41,10001,20180125,20190404,10003,20001,0,10482,10002,15097,15244,20210627,N,N,0,N
10000,1001027747,3339,10009,10002,10026,L,1000737200,46,10001,20150622,20150622,10003,20001,0,_,10001,15097,15244,20180621,N,_,0,Y
10000,1000665328,3600,10007,10002,_,G,1000001126,68,10005,20021031,20021031,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
_,1000665328,432,10007,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,J,1000748648,49,10001,20150804,20150804,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,F,1000001126,28,10001,20120919,20120919,10003,20001,0,10242,10003,_,_,99991231,N,N,0,N
_,1000763388,128,10009,10002,_,G,1000748647,61,10001,20100929,20100929,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,2174,10009,10002,_,L,1001060910,33,10001,20170807,20170807,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027710,2106,10009,10002,10081,L,1000002530,38,10001,20030308,20030308,90029,20001,0,_,10001,15097,15249,20181127,N,_,0,N
_,1001028488,277,10009,10002,_,I,1000851716,43,10005,20140526,20140526,10003,20001,0,_,10001,15097,15244,20180127,N,_,0,N
_,1001054928,313,10009,10002,_,L,1001049617,24,10001,20131010,20141117,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,315,10009,10002,_,_,1000767883,_,10001,20160112,20160112,10018,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1636,10003,10002,_,O,1000737200,48,10001,20190315,20190315,10002,20001,0,10266,10001,15097,15244,20220314,N,N,0,N
_,1000665328,294,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000820819,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,2153,10009,10002,_,G,1000784228,51,10001,20191130,20191130,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,1560,10009,10002,_,L,1000852214,42,10001,20111201,20111201,10002,20001,0,10269,10001,15098,15244,20180326,N,N,0,N
_,1000665328,155,10009,10002,_,L,1000001126,62,10001,20170703,20170703,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,O,1000001126,53,10001,20010628,20010628,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,3321,10009,10002,10026,G,1000001126,77,10005,20101005,20101005,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1000670159,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2174,10009,10002,_,L,1001046523,38,10001,20111230,20111230,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000675279,155,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,155,10007,10002,_,L,1000002530,53,10001,20140809,20140809,10002,20002,0,_,10001,15097,15244,20170808,N,_,0,N
10000,1001047801,755,10009,10002,_,L,1001046523,38,10001,20020325,20020325,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000779227,190,10009,10002,_,L,1001046523,49,10001,20100512,20100512,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2153,10009,10002,_,I,1001044268,44,10001,20121108,20121108,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,3528,10009,10002,10081,L,1000737200,63,10001,20150217,20150217,10002,20001,0,_,10001,15097,15277,20220428,N,_,0,N
_,1001027819,3210,10009,10002,10026,J,1000720809,41,10001,20170304,20170304,10002,20001,0,_,10001,15097,15244,20200303,N,_,0,Y
10000,1001027746,2255,10007,10002,10077,_,-998,_,_,10101,10101,_,20002,0,_,10008,_,_,99991231,N,_,0,N
_,1001027746,312,10009,10002,_,_,1000702598,_,10001,20170620,20170704,90056,20001,0,_,10001,15097,15244,20200619,N,_,0,N
_,1001027747,294,10009,10002,_,G,1000737200,48,10001,20131024,20131024,90029,20001,0,_,10001,15097,15249,20200207,N,_,0,N
10000,1001027848,1646,10003,10002,_,G,1000003237,_,10001,20140618,20140618,90029,20001,0,10099,10001,15097,15244,20190617,N,N,0,N
10000,1000665328,329,10009,10002,_,I,1000001126,59,10001,19910522,19910522,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,294,10009,10002,_,G,1000737200,48,10001,20070613,20070613,10002,20001,0,_,10001,15097,15249,20180807,N,_,0,N
_,1001047798,301,10009,10002,_,G,1001046520,83,10005,20180703,20190704,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2178,10009,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1000665328,193,10009,10002,_,F,1000001126,41,10001,20190920,20190920,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000783618,661,10009,10002,_,G,1001072524,71,10001,20151026,20151026,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,2153,10009,10002,_,I,1001046521,49,10001,20020927,20020927,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,-998,1519,10003,10002,_,_,1000003226,_,10001,20100901,20100901,90027,20001,0,10570,10001,15098,15244,20181026,_,N,0,N
_,1000781558,2123,10009,10002,_,_,1000767883,21,10005,20170620,20170620,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,329,10009,10002,_,L,1001046523,30,10005,20190220,20190220,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028714,128,10009,10002,_,F,1000852226,28,10001,20111227,20111227,10002,20001,0,_,10001,15098,15244,20190204,N,_,0,N
_,1000792727,2178,10009,10003,_,I,1001046520,52,10001,20150109,20150109,10003,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1001027747,379,10009,10002,_,I,1000737200,79,10001,20040319,20040319,10002,20001,0,10270,10001,15098,15244,20120303,N,N,0,N
_,1001028565,2153,10009,10002,_,L,1000002571,36,10001,20120926,20120926,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,2153,10009,10002,_,G,1001046520,60,10001,20170525,20170525,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047802,2174,10009,10002,_,L,1001046524,37,10001,20100211,20110228,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,L,1000002571,49,10001,20140625,20140625,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001045303,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027819,574,10009,10002,_,L,1000767883,27,10001,20141010,20141010,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,1636,10003,10002,_,_,1000702598,_,10001,20120712,20120712,90027,20001,0,10268,10003,15097,15244,20150711,N,N,0,N
_,1000665328,155,10009,10002,_,G,1000001126,57,10001,19870328,19870328,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,1560,10009,10002,_,F,1000001126,58,10001,19791029,19791029,90029,20001,0,10246,10001,_,_,99991231,N,N,0,N
_,1001027710,2106,10009,10002,10082,G,1000002530,42,10001,20140708,20140708,10002,20001,1,_,10001,15097,15244,20170708,N,_,0,N
_,1001028473,2106,10009,10002,10081,L,1000851643,40,10001,20090528,20090528,10002,20001,0,_,10001,15098,15244,20180210,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,2064,10009,10002,_,I,1000784228,67,10001,20190306,20190306,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001060659,2126,10009,10002,_,G,1001059435,15,10001,20160520,20200302,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027848,294,10009,10002,_,_,1000003237,_,10001,20181210,20181210,90027,20001,0,_,10001,15097,15244,20211209,N,_,0,N
_,1001027844,656,10009,10002,_,_,1000003226,_,10001,20130730,20130730,90027,20001,0,_,10001,15098,15244,20200112,N,_,0,N
10000,1001027747,3428,10009,10002,10082,O,1000737200,39,10001,20160119,20160119,90029,20001,0,_,10001,15097,15244,20190118,N,_,0,N
_,1000781555,360,10009,10002,_,I,1000767881,43,10001,20180327,20180327,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028521,392,10003,10002,_,G,1000851762,70,10001,20131029,20131029,10003,20001,0,10269,10008,15098,15244,20200130,N,N,0,N
10000,1001027746,329,10009,10002,_,L,1000702598,61,10001,20121103,20121103,10002,20001,0,_,10001,15097,15249,20190502,N,_,0,N
10000,1000743443,3086,10009,10002,_,J,1000711336,50,10001,20170704,20170704,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,325,10009,10002,_,L,1001046523,34,10001,20131112,20131112,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001036914,140,10009,10002,_,L,1001036517,37,10001,20191129,20191129,10003,20001,0,_,10001,15097,15244,20221128,N,_,0,N
10000,-998,2053,10009,10002,_,J,1001044103,22,10005,20200410,20200410,10003,20002,1,_,10002,15097,15244,20230410,N,_,1,N
10001,1001027747,1631,10003,10002,_,_,1000737200,_,10001,20141222,20141222,90056,20001,0,10269,10011,15097,15244,20171222,N,N,0,N
10000,1000675273,2126,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000808863,2064,10009,10002,_,I,1000804982,23,10001,20100216,20100216,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,1636,10009,10002,_,I,1000737200,52,10001,20180302,20190227,10003,20001,0,10242,10001,15097,15244,20210301,N,N,0,N
_,1000781558,2126,10009,10002,_,J,1000767883,51,10001,20151231,20151231,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,574,10009,10002,_,L,1000737200,75,10001,19990827,19990827,10003,20001,0,10269,10001,15097,15249,20140430,N,N,0,N
10000,1000665328,1646,10003,10002,_,F,1000001126,72,10001,19850802,19850802,10003,20001,0,10241,10004,_,_,99991231,N,N,0,N
_,1001027746,2153,10009,10002,_,J,1000001126,76,10001,20190515,20190515,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1001061190,360,10009,10002,_,L,1001060910,29,10001,20190916,20190916,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000667951,128,10009,10002,_,G,1000748509,17,10001,20150807,20150807,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061189,314,10009,10002,_,J,1001060909,37,10001,20140721,20140721,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027550,155,10009,10002,_,F,1000001293,48,10005,20191219,20191219,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,379,10009,10002,_,_,1000737200,_,10001,20150204,20150204,90056,20001,0,10270,10001,15097,15249,20210515,N,N,0,N
10000,1000665328,657,10009,10002,_,_,1000001126,_,10001,20170719,20170719,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028567,1578,10003,10002,_,G,1000851875,49,10001,20170428,20170428,10002,20001,0,10231,10001,15097,15244,20200427,N,N,0,N
10000,1001028129,2080,10009,10002,_,F,1000001126,81,10001,19830810,19830810,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,2074,10009,10002,_,J,1000851873,55,10003,20180726,20180726,10003,20001,0,_,10001,15097,15244,20210915,N,_,0,N
_,1001044841,360,10009,10002,_,G,1001044103,47,10001,20180307,20180307,10002,20001,0,_,10001,15097,15244,20210307,N,_,0,N
_,1001054569,128,10009,10002,_,F,1001048714,27,10007,10101,10101,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,1885,10003,10002,_,L,1000851873,33,10001,20150217,20150217,10002,20001,0,10761,10008,15098,15244,20210216,N,N,0,N
